Frequency Log(Hz), Gain(dB), Phase(deg)
1.00050859443331,-1.42976658891065,-31.8810466511086
1.00452986836623,-1.46072150926875,-32.1859342862811
1.01049281533991,-1.49882504244119,-32.5471953561115
1.01442310896834,-1.52195284178302,-32.7766670684163
1.02025265262906,-1.53263076711635,-33.0848161930929
1.02409599171082,-1.55788448659648,-33.2533584301862
1.02979797053529,-1.61666858417575,-33.6810893218975
1.03542605554372,-1.65199168637851,-34.013032380106
1.03913799678944,-1.67530425775664,-34.2180891216115
1.04464709157421,-1.7107066058976,-34.5772140065851
1.05008717709257,-1.74811900531432,-34.9039404756427
1.05545996085643,-1.75911229903864,-35.2186945982081
1.06076708777737,-1.78911036986471,-35.4462249418047
1.06426948161344,-1.84233336781277,-35.7378390455328
1.06947067529924,-1.88070856221701,-36.0567537725395
1.07461031495166,-1.91638897659823,-36.3815213123287
1.07968984048093,-1.95436349995288,-36.7077375461819
1.08471064185598,-1.99140510750489,-36.9929620322766
1.08967406138753,-2.00179836510822,-37.3373799401146
1.09458139588228,-2.02627049878744,-37.5003422777333
1.09943389867669,-2.1001475851658,-37.9043619614994
1.10423278155846,-2.13590030909223,-38.199969263921
1.11054990358215,-2.18679391894742,-38.59624456718
1.11522816585992,-2.22398753716465,-38.8958180029452
1.11985657004199,-2.2654349135431,-39.2252737164871
1.12443616764674,-2.30359931549317,-39.52247835075
1.13046813241666,-2.3260585655036,-39.8962588955185
1.13493775487181,-2.34429133669716,-40.0070316855455
1.13936184557664,-2.42910840086127,-40.4603342432938
1.14519138923736,-2.47852160134019,-40.8422249163949
1.14951276302001,-2.51455054432824,-41.0973333152091
1.15520850999489,-2.56794704992366,-41.4701499785367
1.15943182835197,-2.60522487228532,-41.7259240181497
1.16499978259091,-2.65420430446827,-42.0819958926507
1.17049725450213,-2.70422777431554,-42.4084698213723
1.17457516692257,-2.72260020960905,-42.7348374328237
1.17995349549657,-2.73135630840231,-42.8785807916404
1.18526603246767,-2.80855489465821,-43.3695502105627
1.19051436802402,-2.83781278489188,-43.5732722894983
1.19440941190754,-2.92666793773716,-43.9540115659767
1.19954905155996,-2.97992334583633,-44.2958300136931
1.20462857708923,-3.02716819523821,-44.5891798728755
1.20964937846428,-3.0747708924751,-44.9069363177167
1.21461279799583,-3.12446926813976,-45.213502364276
1.21952013249058,-3.17197290085024,-45.4846952266415
1.22557733642336,-3.22934749906839,-45.890433175073
1.23036299897417,-3.29247043500884,-46.2551090838364
1.23509650067676,-3.34382860195891,-46.5511503323052
1.23977896632639,-3.39544903740822,-46.8627061160237
1.24556193435493,-3.45610581537615,-47.2298475172447
1.25013349742941,-3.50915853417177,-47.5197183614523
1.25465743918945,-3.56046644302643,-47.8136120961216
1.26024689191357,-3.62513100867312,-48.1426064113576
1.26466723014416,-3.672532069922,-48.4383948670153
1.27013012584566,-3.73650233509996,-48.7860854033446
1.27552515773237,-3.78581789035965,-49.1455083631957
1.27979344252504,-3.7590033956117,-49.1413089636843
1.2850704756386,-3.90856543234958,-49.6968612245333
1.290284157484,-3.9620844587988,-49.9908620915239
1.29543599111043,-4.01884435312503,-50.2951540341406
1.29951390353087,-4.06551381015287,-50.5527100412006
1.30455803087107,-4.12649685181316,-50.8680683049788
1.3095442450218,-4.18774032459165,-51.1669886912594
1.31545310463232,-4.26649820397897,-51.5550936823003
1.32031647552102,-4.32400821833133,-51.8695464564946
1.3251259873748,-4.38644478322339,-52.1378498980741
1.32988282005496,-4.44688872133431,-52.4609215721393
1.33458811507258,-4.50912450671332,-52.7078097920691
1.34016799245342,-4.51823466677127,-52.9904658246453
1.34476374414257,-4.62990608545259,-53.3378719088695
1.35021521089153,-4.71145897372546,-53.7047998080905
1.35470640377999,-4.7789662796967,-53.9866217081376
1.36003523728506,-4.84627073198715,-54.2815553784429
1.36529947727742,-4.91774098686743,-54.602559300643
1.36963811957363,-4.97629237814871,-54.8740296898
1.37478791685446,-5.04046058568644,-55.1515910816967
1.37987736355889,-5.11649560257415,-55.4576711195535
1.38490785781722,-5.18032806713718,-55.7462722273556
1.38988074973025,-5.24533068108026,-55.9871514335056
1.39479734354427,-5.30884791474338,-56.3057791235109
1.39965889970444,-5.39020107076383,-56.6134845168288
1.40526277722244,-5.45879069692455,-56.8493679380842
1.4100092122469,-5.48679436858034,-57.1174690195214
1.41470433345528,-5.57296333649413,-57.4020486394558
1.42011858233714,-5.66155236419866,-57.7258728108222
1.42470624276355,-5.72258077712432,-57.9716275704245
1.42999797293823,-5.79186421228683,-58.275714627404
1.43522600059988,-5.85973196278003,-58.5395647124913
1.43965761539896,-5.94252178018827,-58.8055101617524
1.44477131850611,-6.00354345290812,-59.0862203661283
1.44982550917017,-6.07732959841895,-59.358751729992
1.45482155666326,-6.16803927535987,-59.6256383002693
1.45976078353782,-6.22335097212483,-59.9069438773506
1.46533767534842,-6.30295386881014,-60.1938945183028
1.47015939239943,-6.37678368007306,-60.4646647972417
1.47492816403652,-6.43998785025877,-60.7181790742039
1.48031483131807,-6.52294297041839,-60.9724744024413
1.48497397389336,-6.60325214180712,-61.2418311267113
1.49023821388572,-6.68177845171682,-61.639042234466
1.49479265468669,-6.70346552718256,-61.7515581841172
1.4999399087982,-6.84721181199181,-61.9757464497097
1.50502687157725,-6.91783603797695,-62.2497143349924
1.51005493910781,-7.01352066519357,-62.4971839971928
1.51502545953752,-7.08147484589602,-62.7608333263211
1.51993973524747,-7.13104863069618,-63.0526836538032
1.52479902490058,-7.21532029086271,-63.181324530624
1.53020151383074,-7.31753411238725,-63.5324273114874
1.5349479488552,-7.39634571458231,-63.6983476833351
1.54022640726599,-7.4709596994917,-64.0247623547965
1.5448651107184,-7.52495530761074,-64.2879240144753
1.5500251058573,-7.60014799759999,-64.540711935342
1.55512451256866,-7.68088050282928,-64.7994818081496
1.56016473720818,-7.75776748782222,-64.9843254088697
1.56514713772712,-7.84982838294699,-65.2413257035265
1.57007302586843,-7.92520417940845,-65.5185191265874
1.57494366923977,-7.99965222332368,-65.7414518047815
1.57976029327156,-8.11213427778857,-65.7780513066196
1.58505018183808,-8.1834904095923,-66.1149729708182
1.5897566100013,-8.34670260438206,-66.3464651714577
1.59492684346739,-8.38752840689161,-66.5364248709269
1.60003624924587,-8.41146945670356,-66.923754144733
1.60508624198251,-8.4978736993424,-67.129750797379
1.61007818754001,-8.60089067570521,-67.1154725617929
1.61501340521553,-8.68606859628773,-67.5277647626637
1.61989316983361,-8.75828221781524,-67.4983841024297
1.62519833219451,-8.8563915648618,-67.8743205081427
1.62996560818555,-8.91669454173025,-68.2020746095374
1.6351498686622,-9.00359147260445,-68.4726417790882
1.63980972540548,-9.09262137407623,-68.336737020231
1.64487847185577,-9.21791332654499,-68.559876687364
1.64988874168836,-9.27060839219983,-69.0387378043014
1.65484186878394,-9.34150329369912,-69.3558805957698
1.66018162230465,-9.42617661604537,-69.5757226166548
1.66501938301308,-9.51811923656871,-69.3919541442971
1.6698038473267,-9.61232568775212,-69.8912825417222
1.6749638424656,-9.69204541648552,-70.1700492449439
1.68006324917696,-9.77610324386026,-70.4170467330517
1.68510347381648,-9.86698835174844,-70.1161997598913
1.69008587433542,-9.98172992358673,-70.3257195661288
1.69501176247673,-10.0496286451171,-70.5523962441806
1.69988240584807,-10.1637535947768,-70.7000918264829
1.70509801427348,-10.2316926678488,-70.9068173135547
1.70985745348945,-10.3058446127488,-71.0813883854689
1.71495532535541,-10.4301575647466,-71.1814301875824
1.71999405056381,-10.55767960613,-71.8386171023309
1.72497498585417,-10.5411577081903,-71.6877556553379
1.7298994418124,-10.6798818413298,-71.7480400966889
1.73514099056307,-10.7800850746574,-71.9397728039652
1.73995214182383,-10.8585046383392,-72.0567366114183
1.74507446131105,-10.9304290313065,-72.3588386182047
1.75013706880281,-11.0250385034698,-72.4691390458803
1.75514134042424,-11.1288935853891,-72.5688459976984
1.7600886052705,-11.2228226524136,-72.800080257994
1.76498014752576,-11.2815442016557,-73.0283564078581
1.77016066002954,-11.3961377350735,-73.1342293948459
1.77494067899635,-11.4827263478514,-73.2928397714687
1.78000441085038,-11.5714295931931,-73.3934905202851
1.78500978106846,-11.648719805033,-73.725644681219
1.78995811962138,-11.7204202043045,-73.848885652928
1.79485071152971,-11.8435926872207,-74.0630171319787
1.80000942972812,-11.9170076194462,-74.0634060504732
1.80510758930721,-12.0758631274543,-74.927200306271
1.81014659559098,-12.1560522383458,-74.6735851244953
1.81512780554606,-12.2745818903122,-75.0624246636893
1.82005252997517,-12.3804684979909,-75.0776322607314
1.82492203558771,-12.3741564128691,-74.9379109627696
1.83003675088177,-12.5441690509565,-75.6665458551731
1.83509193030796,-12.5648019548932,-75.1285083639221
1.84008894394226,-12.7430753883319,-75.9195693649793
1.84502911510461,-12.772885137677,-75.5811902361766
1.84991372246247,-12.9177744750896,-76.0926974782531
1.85502646998311,-12.9386290597418,-75.7031123260988
1.86007972717137,-13.0872679057169,-76.1502303355878
1.86507486254075,-13.2161797590767,-76.3492528777741
1.87001319791935,-13.3285445267749,-76.5334302302281
1.87489601054955,-13.4662497986583,-75.7504926854736
1.87999121882621,-13.5291994051091,-76.490940376604
1.8850273418788,-13.6246412464387,-76.7868452923179
1.89000573434571,-13.7299639669138,-76.5263475377182
1.89492770480642,-13.806728816228,-76.7256068421479
1.9000491613492,-13.9491828492407,-76.3083871307624
1.90511092589689,-13.8762663439333,-77.2298495293378
1.91011437388725,-13.9725167342194,-77.3466592400746
1.91506083375925,-14.1959258130285,-77.287856318437
1.91995158907023,-14.3109786344242,-76.9743386081496
1.92502828707863,-14.3240249849024,-77.390648323647
1.93004632591551,-14.3690105223635,-77.8039151051181
1.93500704567687,-14.6012974535052,-77.5958111347494
1.9399117410542,-14.6903462171772,-77.2403644804053
1.94499126658347,-14.7879953441318,-77.3363567698347
1.95001206795852,-14.8853295253391,-77.441919795461
1.95497548749007,-14.9788377010671,-77.4391490718318
1.96010457051244,-15.0769566008613,-77.6433587703664
1.96495461005625,-15.1696445902877,-77.7388931970497
1.96996785171291,-15.2667550057745,-77.8241191145859
1.97492388321071,-15.3213577996311,-78.2215143937665
1.98003579488607,-15.4623710757332,-78.0765736959202
1.98508823556581,-15.5570840677027,-78.1658831214537
1.9900825731001,-15.6306918051432,-78.2870860600214
1.9950201286837,-15.6623785041044,-78.9174805296921
1.99990217895395,-15.730990068963,-79.0115529423866
2.00492995543451,-15.8215537247249,-79.0829040457178
2.01009782260517,-15.9276348647376,-79.2522544220614
2.01500959721669,-16.0940624410729,-78.8831563511712
2.02005958995333,-16.1781450000545,-78.9323874046132
2.02505153551083,-16.2819486311286,-79.2461343002129
2.02998675318634,-16.3668146916398,-79.4503500510435
2.03505311049555,-16.4767192957496,-79.3180213975406
2.04006104598262,-16.5562430126324,-79.4085797384994
2.04501189166446,-16.6680141647672,-79.4702181077257
2.05008717709257,-16.7948390733765,-79.0809088936185
2.05492566370242,-16.8466884385541,-79.7098523384543
2.06006320677741,-16.9651571322234,-79.4698845511928
2.06496658366022,-17.0403304113641,-79.7781134589229
2.06998738503527,-17.1457905746615,-79.758035304533
2.07495080456682,-17.2751841145998,-79.3807550686845
2.0800263724481,-17.3728751719945,-79.3952075840698
2.08504330712074,-17.4626732610324,-79.66213837015
2.09000294779621,-17.5603060674264,-79.6435370041099
2.09506909327424,-17.6525875370897,-79.8101962226391
2.1000768217873,-17.755452591878,-79.7822663550537
2.10502746518715,-17.8574878043653,-79.7375888436916
2.10992231029099,-17.9450797764257,-79.9848862337746
2.11507303298386,-18.0424935611267,-79.8988020840214
2.1200100038828,-18.1427457623193,-79.883702850437
2.12504314815352,-18.2395875218357,-79.9624776799963
2.13001862972146,-18.3341620645039,-80.0401949902542
2.13493775487181,-18.4346251418948,-80.0499136958864
2.13994833382499,-18.525646292176,-80.1339319564457
2.14504660027723,-18.6210062855345,-80.2007765261526
2.14994254482836,-18.718391806216,-80.278638106769
2.15506702294952,-18.8169425625068,-80.3112540283519
2.15999184710385,-18.9173298270669,-80.2659626449591
2.16499978259092,-19.0153307821762,-80.3672385936192
2.16995062827276,-19.1021247520619,-80.3849746786073
2.17498086006922,-19.1997337131173,-80.6087267813417
2.17995349549657,-19.3106322169699,-80.7026724607234
2.18500194338571,-19.4225696705424,-80.5976006603351
2.1899923794012,-19.5076535832726,-80.5785193999054
2.1950552030777,-19.6061771568449,-80.606430417539
2.20005968593025,-19.7056511526263,-80.6562142330603
2.20500715722237,-19.8060011502664,-80.7049361530825
2.21002360897594,-19.9024652872794,-80.6869341443304
2.21498277769894,-19.9864061732329,-80.8909895654438
2.22000782988254,-20.1239472966879,-80.8171311589277
2.22497540357315,-20.1771955375731,-80.925483547354
2.23000589783148,-20.2655420156567,-80.9510598370684
2.2349787897445,-20.4885618624164,-81.9650019550751
2.24001176959216,-20.4882520118268,-81.0903375834453
2.24498709048291,-20.5731311827733,-80.9669191029465
2.25001979289102,-20.6473701399051,-81.1062789021039
2.25499484266252,-20.7398631438509,-81.1370851920213
2.26002468956444,-20.839745445451,-81.1769233822042
2.26499694886067,-20.9285413901108,-81.2354639665543
2.27002153865122,-21.0332064341705,-81.2701017958066
2.27498866046599,-21.1376334235033,-80.7278455119654
2.28000575955782,-21.2462724836182,-80.811235170259
2.28496556091846,-21.3985945566922,-81.0124325229748
2.28997309540893,-21.4472100894704,-80.9670561535706
2.29502608595315,-21.5595458351253,-80.7999751525459
2.30002096077692,-21.5975702757226,-80.7814752900348
2.3049590415015,-21.9732833915839,-82.2925063985688
2.31003973221976,-21.9885134376239,-82.2352057994081
2.31496375868545,-22.1297637427739,-82.6695657308907
2.32002620405077,-22.2010793173544,-82.0057257101921
2.32503031726055,-22.0874615692261,-81.1922889554043
2.32997742728372,-22.2317300162431,-80.4905865532281
2.33496234558424,-22.3031800376734,-79.8213118197508
2.33998314695929,-22.2552779221526,-80.4518026756954
2.34503794881246,-22.423052004962,-81.0093510934097
2.35003459351238,-22.4747145433982,-80.2751854159895
2.35497440408588,-22.6842489479603,-80.5200369486852
2.36003523728506,-22.7619456356054,-81.6215779718653
2.36503777526172,-22.8717271464024,-81.6244136272331
2.36998334573004,-22.9700403455668,-81.6390276985864
2.37495852949932,-23.1131052607148,-81.5964867854259
2.37996168439828,-23.119280283472,-81.4756786058575
2.38499120768446,-23.3062028335147,-81.1587744879081
2.38996315073266,-23.2033449574401,-81.3738587560583
2.39496027525952,-23.5268833313238,-81.8378243521056
2.39998107663457,-23.6102060557416,-81.773686738836
2.40502408830085,-23.6983770575023,-81.8306734249508
2.4100092122469,-23.7832391930306,-81.926094570757
2.4150155441328,-23.8476149610727,-81.4746987312696
2.41996482256145,-23.8061355396149,-81.966902526062
2.42501037056442,-23.9966347124214,-81.934808011107
2.42999797293823,-24.1837035212093,-81.5944471273876
2.43500322835498,-24.2748748213555,-81.6225096405233
2.44002488348165,-24.2596107823215,-81.9527287642945
2.44498913735975,-24.3658125128049,-81.8521072500754
2.44996905386885,-24.2975145651776,-81.4326534437863
2.45503439395343,-24.6683001477819,-80.3874249901318
2.45997121452727,-24.7356346904233,-81.3207059374418
2.46499120984787,-24.6153730213636,-82.7535446670737
2.47002236937198,-24.9117206119826,-81.8481823842995
2.47499591140143,-25.0132174452196,-81.7113212884529
2.4799801149378,-25.094831658519,-81.8674362323911
2.48497397389336,-25.2454536851007,-81.5313192287744
2.48997651187002,-25.3001357482608,-81.7688285974239
2.49498678170262,-25.3672209725835,-81.1610001246338
2.50000386498445,-25.4709029709672,-81.9595026080805
2.50502687157725,-25.5682988774234,-82.1737185637389
2.50999244619715,-25.6745934308527,-82.0965704187798
2.51502545953752,-25.737502489145,-81.3334848532818
2.52000081315797,-25.9601191483734,-81.3808890094541
2.52498019481849,-25.9158830019311,-82.2967039982881
2.53002250943915,-26.0214981956037,-81.4980711262377
2.53500695224934,-26.1341688944719,-81.6985696000655
2.53999316640007,-26.2323640332246,-81.7341844126826
2.54498044586233,-26.3300723871685,-81.7431118918041
2.5500251058573,-26.396922010956,-81.5070280295793
2.55501184050112,-26.5313812898455,-81.2209366281446
2.55999766873838,-26.6218673592956,-81.0065030388378
2.56498197534373,-26.7397703641647,-81.5736675377708
2.57001859959078,-26.7861256563275,-81.6784692038218
2.57499748182666,-26.8901889123591,-81.6049675021665
2.58002632359039,-26.9283290288387,-81.6899345443427
2.58499760063069,-27.070853204788,-81.6809037272369
2.59001658874711,-27.1555725672941,-81.3499398577929
2.59497823622314,-27.3161758270634,-81.5622055298192
2.59998545159895,-27.2319432090159,-81.5693876909478
2.60498581546295,-27.4903470414914,-81.6096999643294
2.6099789088833,-27.5431039857324,-81.638391421327
2.61501340521553,-27.6230873618711,-81.7366033146583
2.61999020803799,-27.720201337656,-82.0572083005538
2.6250065483619,-27.9380683925815,-81.9350958663699
2.63001301765909,-28.0475435056216,-81.2889461943108
2.63500929753881,-28.0485053966283,-81.3542316421678
2.63999508370189,-28.1517345604067,-81.4591005982625
2.64501588507694,-28.2646924641193,-81.2811799606528
2.64997930460849,-28.3194271277912,-81.7609125421887
2.65502092237622,-28.4394534211108,-81.3656369348525
2.66000468423665,-28.5565563624563,-81.2634003189829
2.66501938301308,-28.6501799386079,-81.1377412091593
2.67002007560197,-28.7149062148134,-81.2135482584619
2.67500658588199,-28.8240325651664,-81.2699816919422
2.6800210005771,-29.0231169309954,-81.3894182621217
2.68501994761526,-29.0776803986198,-81.1633490397806
2.69000330099514,-29.1858154572219,-81.6181597772341
2.69501176247673,-29.2710990525553,-81.0079584491284
2.70000347479331,-29.2621721249918,-80.6953345409142
2.70501824671298,-29.4706171431309,-80.3960189555687
2.71001520666296,-29.4403274024023,-82.0606234286235
2.71499430874773,-29.6305100007026,-80.448986222278
2.71999405056381,-29.6901601031221,-81.089570266647
2.72501308019058,-29.7990280628103,-80.8605840363551
2.73001242654579,-29.9007094838769,-81.057576974128
2.7349921066117,-30.035407406881,-80.8261712416719
2.73998894488151,-30.0563142906166,-80.8129549451648
2.74500170907336,-30.035797773016,-80.4386262304791
2.74999323886876,-30.2474565388732,-80.6707633761662
2.75499915856606,-30.3282414651009,-80.6232364549119
2.75998318119378,-30.4988518202495,-80.0801694930146
2.76501488969464,-30.5998753521818,-79.5593492699572
2.76998896819812,-30.6496937744426,-80.5064817732531
2.77500858525588,-30.7604443212654,-80.5149358006502
2.78000441085038,-31.1843309330522,-80.6751732867265
2.78500978106846,-31.0301360755364,-82.5529235494636
2.78999092008074,-31.1577794597988,-80.0470885073082
2.79501285246193,-31.1988857955884,-79.9805739115326
2.80000942972812,-31.1146662437348,-80.7541561508394
2.80501254729307,-31.6687811845194,-79.0432623428543
2.80999000843158,-31.5058337917773,-78.2467711198879
2.81500396908046,-31.4810290521633,-80.8871831228435
2.81999131431761,-31.6381813498375,-79.7908628077151
2.82501281936993,-31.6220810377599,-78.7195362977668
2.83000683976348,-31.9607707513695,-81.0875091863933
2.83500322938885,-32.1759676504966,-78.6055491569846
2.84000125787367,-32.0544415174736,-79.1459897254246
2.84500021896821,-32.1437546311816,-80.0107872973476
2.84999943002093,-32.1732666298393,-79.8515708208603
2.85499823145247,-32.2996591730346,-79.7943461216221
2.85999598622914,-32.1777236316491,-79.59000761282
2.86499207933716,-32.6511099296557,-79.2135055397441
2.87001319791935,-32.4674495978444,-79.8386665339771
2.8750038963983,-32.450808333857,-80.3861935526717
2.87999121882621,-33.0913735682207,-78.0818522763254
2.88500098825872,-33.0388352387416,-77.9817839353106
2.89000573434571,-33.0208401445577,-79.5173399877931
2.8950049745303,-32.9847660038525,-78.70319993109
2.89999824459179,-33.0475125820541,-80.4672051292558
2.90501026661219,-33.1624835734609,-78.9070706539495
2.9099899876679,-33.2765900419742,-80.6828680332207
2.91501164700095,-33.4094789049542,-77.2965802831265
2.92000021954807,-33.5320906850829,-78.7469737348984
2.92500425240794,-33.6863805970429,-78.630544786589
2.92999880750834,-33.4334835649117,-79.5995491591871
2.93500704567687,-34.0823027960411,-80.453275174712
2.94000462833547,-33.8655047090887,-78.7917376167442
2.94499126658347,-34.1100072087945,-78.0871608649315
2.94998937695395,-34.0877816447424,-78.7383935702636
2.95499791947696,-34.0605953473126,-77.8638818016333
2.95999371040158,-34.0537510106548,-77.8184870839218
2.96499845382812,-34.5315785181516,-77.626376153547
2.96998952255356,-34.4475268522437,-80.4680318050036
2.97500957667624,-34.4838950754987,-78.1251800944299
2.97999344328606,-34.8653232918241,-78.8892434657213
2.98500450807723,-35.0014499455109,-80.1098744538436
2.98999980304422,-34.623907589113,-78.6741480079981
2.9949996715612,-34.8895876501154,-78.6203971984373
3.00000330702098,-35.4783661018645,-78.5102914088163
3.00500992863829,-35.0563495264676,-79.0721098913197
3.00999901826351,-35.141129385368,-77.5287666923739
3.01500959721669,-35.5541644354059,-79.8137740691896
3.02000165441083,-35.6074782191543,-78.7437138345027
3.02499426213247,-35.549722123118,-76.4463340249804
3.03000562693885,-35.2989343056704,-78.6592062617882
3.03499714110545,-35.7322671618576,-75.8781339149084
3.04000571832066,-35.7287693514136,-76.9667451389549
3.04499365893573,-35.9082868220574,-76.5495822812399
3.04999706515493,-36.3219754944458,-77.8478162870909
3.05499694131327,-35.5994809937788,-74.9421715583595
3.05999275589204,-36.3678124278923,-76.9323887961779
3.06500140940756,-35.8019967923551,-75.283037497007
3.07000459811,-36.3177761431471,-76.945327967643
3.07500185499283,-36.3073163872512,-73.4168405567209
3.0799927309839,-36.2402837036549,-77.0837593721241
3.08499342357279,-36.5916250938586,-76.4949244487819
3.09000294779621,-36.6645354794482,-76.0454201961443
3.0950040985896,-36.7492675192916,-74.3702003721582
3.09999650842934,-36.900019650015,-77.0943223494708
3.1049957057457,-37.0301972538402,-76.4606700413951
3.11000080906787,-36.7495971881432,-77.6240707177791
3.11499544576045,-37.1535841073431,-74.9059053514257
3.11999466293782,-37.2059053979125,-75.3863825349532
3.12499765403033,-36.9954254532061,-75.5456879393377
3.13000363828281,-37.4578599285526,-75.4308070188059
3.13499704017419,-37.1010779037678,-74.9224124728547
3.14000693911243,-37.729072104912,-76.1860504933654
3.14500315417466,-37.9010993094827,-76.1993576886265
3.14999981694791,-37.5072953769851,-73.5306332764876
3.15499626213765,-38.1807915587569,-72.2001850638099
3.16000583832442,-37.9259472014515,-74.4962267959684
3.16499978259092,-37.9182501880981,-75.4817065391069
3.17000532186667,-38.4318395007561,-74.4050409599276
3.17499437664947,-38.0715419884881,-70.584165101285
3.17999358236785,-38.0664147898823,-73.2432299120533
3.18500194338571,-38.726377599202,-73.3407341752679
3.190005436766,-38.4659829316646,-70.6264065338587
3.19500357510784,-38.4551357566587,-72.4782087638634
3.19999588945832,-38.9298001235116,-74.7516864124568
3.20499454320004,-38.7126507082946,-73.1466425613465
3.20999867030517,-38.7380278086187,-70.5028039455321
3.2149951049291,-38.9139465281404,-70.7093363533456
3.21999564412006,-38.5463383997504,-73.5195864876886
3.22499949691214,-39.229832163913,-74.1169196071673
3.23000589783148,-39.0067123009907,-76.0662369006175
3.23500233448344,-39.2078205349803,-74.0603770341361
3.24000013239226,-39.1130854181496,-70.8165230614591
3.24499859482012,-39.1914302078968,-73.6041548226004
3.24999704841057,-39.5006011603538,-71.786031730898
3.25499484266252,-39.4975064340525,-69.628931834863
3.26000246307543,-39.4221052591565,-71.8191265129186
3.26499694886067,-39.4543606577027,-73.7419000318594
3.26999981795393,-39.8499165315998,-71.4975004878172
3.27499939690885,-40.0292362437056,-73.4015569675353
3.279995146171,-39.846027365173,-72.6709089498835
3.28499703799579,-40.5273756104457,-69.9412647779289
3.29000421164423,-40.2447736365999,-71.1558656440778
3.29499532746438,-40.5919173563666,-69.4998841319191
3.30000068984962,-39.9831199635276,-70.5083531358428
3.30103330268496,-40.512681937019,-70.7908676524558
